StartTime,StopTime,RunNumber,RunTitle,EventNumber,Recorder,Bytes,TrigParam,BeamMom,Beam/Spill,K-Beam/Spill,Pi-Beam/Spill,Beam,K-Beam,Pi-Beam,SpillNumber,DAQ-Eff,BeamxDAQEff,DAQ-Duty,MR-Power,SX-Duty,K1.8D1,K1.8D4,K1.8D4s,S2SQ1,S2SQ2,S2SD1,BLineSM1,ESS1_POS,ESS1_NEG,ESS2_POS,ESS2_NEG,TOFSelector,TrigA-ON,TrigA-PS,TrigA-Gate,TrigA,TrigB-ON,TrigB-PS,TrigB-Gate,TrigB,TrigC-ON,TrigC-PS,TrigC-Gate,TrigC,TrigD-ON,TrigD-PS,TrigD-Gate,TrigD,TrigE-ON,TrigE-PS,TrigE-Gate,TrigE,TrigF-ON,TrigF-PS,TrigF-Gate,TrigF
2023/06/17 00:55:49,2023/06/17 01:11:54,70020,BH2 trig,4694,ON,111186776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 01:12:45,2023/06/17 01:16:25,70021,daq check,496374,ON,10097752772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 01:16:45,2023/06/17 01:24:04,70022,pedestal run,333573,ON,6785859776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 01:25:07,2023/06/17 01:25:37,70023,pedestal run,6040,ON,122867176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 01:40:05,2023/06/17 01:49:07,70024,-> clock,214212,ON,4362705240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 01:49:14,2023/06/17 01:52:16,70025,pedestal run,127239,ON,2591380348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 02:01:45,2023/06/17 04:13:49,70026,daq check,1854536,ON,38001017764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 04:13:58,2023/06/17 04:14:17,70027,daq check,0,ON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 04:18:19,2023/06/17 04:18:43,70028,daq check,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 04:55:42,2023/06/17 04:59:27,70029,trigger timing adjustment,0,ON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 06:50:50,2023/06/17 06:51:51,70030,hbx test,10,ON,203168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 06:52:15,2023/06/17 06:52:23,70031,hbx test,0,ON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 06:53:29,2023/06/17 06:53:54,70032,hbx test,0,ON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 06:55:48,2023/06/17 07:35:14,70033,hbx test,3865,ON,78625588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 07:35:26,2023/06/17 08:29:53,70034,hbx test,6194,ON,125971488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 08:30:46,2023/06/17 08:32:44,70035,hbx test,120,ON,2440164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 08:38:55,2023/06/17 09:24:29,70036,hbx test,5275,ON,107255436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 09:24:49,2023/06/17 09:33:11,70037,pedestal run,374335,ON,7615045968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 09:44:39,2023/06/17 09:48:07,70038,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 09:48:51,2023/06/17 09:49:20,70039,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 09:49:22,2023/06/17 09:49:47,70040,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 09:50:39,2023/06/17 09:51:01,70041,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 09:51:34,2023/06/17 10:10:46,70042,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 10:11:08,2023/06/17 10:13:46,70043,WC pedestal test,11764,ON,239080836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 10:13:54,2023/06/17 10:15:04,70044,WC pedestal test,1241,ON,25222160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 10:15:14,2023/06/17 10:18:43,70045,WC pedestal test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 10:21:06,2023/06/17 10:22:43,70046,WC pedestal test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 10:22:58,2023/06/17 11:14:49,70047,WC pedestal test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 11:15:07,2023/06/17 11:34:35,70048,WC pedestal test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 11:34:44,2023/06/17 11:36:51,70049,WC pedestal test,93653,ON,1907130588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 11:56:53,2023/06/17 12:31:16,70050,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 18:00:05,2023/06/17 18:40:42,70051,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 18:40:51,2023/06/17 19:18:03,70052,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 23:41:35,2023/06/17 23:42:19,70053,"hbx check w/o beam (60Co, NaIxGe, LSOxGe)",,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 23:42:57,2023/06/17 23:43:18,70054,"hbx check w/o beam (60Co, NaIxGe, LSOxGe)",34,ON,695728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 23:44:09,2023/06/17 23:44:27,70055,"hbx check w/o beam (60Co, NaIxGe, LSOxGe)",,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 23:44:43,2023/06/17 23:45:27,70056,"hbx check w/o beam (60Co, NaIxGe, LSOxGe)",151,ON,3090192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17 23:47:49,2023/06/18 00:13:19,70057,"hbx check w/o beam (60Co, NaIxGe, LSOxGe)",7078,ON,144865976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 01:23:57,2023/06/18 01:24:13,70058,WC x TOF cosmic ray,0,ON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 01:25:03,2023/06/18 01:49:17,70059,WC x TOF cosmic ray,6724,ON,137624504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 02:02:37,2023/06/18 02:03:41,70060,hbx other3 test,2307,ON,46437336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 02:34:28,2023/06/18 02:36:38,70061,hbx other3 test,525,ON,10633436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 02:57:40,2023/06/18 04:00:49,70062,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:02:47,2023/06/18 04:03:03,70063,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:03:31,2023/06/18 04:09:35,70064,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:09:58,2023/06/18 04:10:55,70065,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:12:43,2023/06/18 04:15:40,70066,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:15:56,2023/06/18 04:18:22,70067,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:18:38,2023/06/18 04:26:34,70068,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:26:53,2023/06/18 04:32:43,70069,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:33:00,2023/06/18 04:37:46,70070,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:38:12,2023/06/18 04:42:13,70071,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:42:30,2023/06/18 04:45:38,70072,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:45:57,2023/06/18 04:56:02,70073,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:56:19,2023/06/18 04:59:31,70074,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 04:59:49,2023/06/18 05:03:02,70075,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/18 05:03:44,2023/06/18 05:11:45,70076,test,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
